id,cell,stage,model,created,charged,status
6fe6cd7e297b404e8196e1263a2c99e3,train__source_plain__induction_pord1p1on2powklt5on2__seed0,solver,gpt-5.6-luna,1789813335.52023,0.00265706,settled
55a845d0f94446f3969a1843604933cb,train__source_assisted__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813335.7827888,0.00060612,settled
93701880d3214938850c899cc167935e,train__source_plain__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813335.8307326,0.00196192,settled
0377b28a41f249c49a1cdf6632b490dc,train__source_assisted__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813336.4941893,0.00134234,settled
57ef00d63faf47509391431e3839cc83,train__source_assisted__aime_1984_p1__seed0,solver,gpt-5.6-luna,1789813336.5162544,0.0007188899999999999,settled
02cd770bb3104cb09392662d9439d768,train__source_assisted__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813336.5294948,0.0007174,settled
53901cd612114527aebbdc6413b3636a,train__source_plain__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813336.5503237,0.0021739,settled
29df4dd6e9e94fc686b889c08611be4f,train__source_assisted__induction_pord1p1on2powklt5on2__seed0,solver,gpt-5.6-luna,1789813336.5769157,0.00076118,settled
82de3627db1e4a54a03a4830dfecf890,train__source_assisted__imo_1963_p5__seed0,solver,gpt-5.6-luna,1789813337.0960197,0.00258156,settled
87c071e8d9e34ac0a8708734b8114bb2,train__source_plain__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813337.1431072,0.00135813,settled
46a6f95646414524b6aa810f398c241a,train__source_plain__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813337.4399722,0.0027306299999999995,settled
78ca0b05ef5f4b4a81297cbe74ae8eb1,train__source_assisted__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813337.6082952,0.00058898,settled
ce44786d03294bbab4832567f3a67be9,train__source_assisted__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813338.639734,0.00083372,settled
